City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,perleberg,53.0667,11.8667,285.85,73,36,3.22,DE,1714440951
268,taganrog,47.2362,38.8969,288.74,71,94,8.86,RU,1714440951
269,fale old settlement,-9.3852,-171.2468,302.97,72,18,4.58,TK,1714440951
270,firminopolis,-16.5819,-50.305,297.28,65,89,0.56,BR,1714440951
271,yanchep,-31.55,115.6833,291.45,69,100,7.35,AU,1714440951
272,nuku'alofa,-21.1333,-175.2,301.34,89,75,2.57,TO,1714440951
273,island harbour,50.724,-1.2758,284.44,83,14,2.68,GB,1714440951
274,obock,12.25,43.0833,296.62,85,82,7.24,DJ,1714440951
275,mugia,43.1041,-9.2179,285.88,91,96,7.43,ES,1714440952
276,port-vila,-17.7338,168.3219,300.93,78,75,6.69,VU,1714440952
277,lihue,21.9789,-159.3672,300.73,75,40,4.63,US,1714440952
278,puerto quijarro,-17.7833,-57.7667,300.89,67,0,1.69,BO,1714440952
279,shanting,35.0753,117.4578,287.36,37,100,3.83,CN,1714440952
280,hadibu,12.65,54.0333,302.27,79,96,4.17,YE,1714440953
281,lagoa,39.05,-27.9833,288.23,67,22,2.46,PT,1714440953
282,la ronge,55.1001,-105.2842,286.29,41,100,3.6,CA,1714440953
283,saint-pierre,-21.3393,55.4781,296.97,83,0,7.2,RE,1714440953
284,mukalla,14.5425,49.1242,300.24,71,33,2.1,YE,1714440953
285,kokopo,-4.352,152.2633,301.81,79,59,1.89,PG,1714440953
286,severo-yeniseyskiy,60.3725,93.0408,266.8,89,100,4.47,RU,1714440953
287,suva,-18.1416,178.4415,303.86,70,40,3.6,FJ,1714440953
288,sassandra,4.95,-6.0833,300.01,88,98,2.49,CI,1714440953
289,machico,32.7,-16.7667,290.5,73,40,3.6,PT,1714440954
290,beledweyne,4.7358,45.2036,301.06,72,100,3.79,SO,1714440954
291,cauquenes,-35.9671,-72.3225,283.3,86,96,3.28,CL,1714440700
292,new norfolk,-42.7826,147.0587,286.88,67,97,2.17,AU,1714440954
293,harper,4.375,-7.7169,300.58,84,100,2.29,LR,1714440954
294,pasuquin,18.3328,120.6177,305.12,66,20,3.09,PH,1714440955
295,luderitz,-26.6481,15.1594,291.17,59,0,2.22,NA,1714440955
296,hamilton,39.1834,-84.5333,295.84,82,75,2.57,US,1714440762
297,kamakhyanagar,20.9333,85.55,308.73,29,0,2.59,IN,1714440955
298,huarmey,-10.0681,-78.1522,294.9,82,83,3.56,PE,1714440955
299,pangody,65.85,74.4859,263.21,89,98,5.43,RU,1714440955
300,kendari,-3.945,122.4989,297.83,94,100,0.58,ID,1714440955
301,troy,42.6056,-83.1499,291.95,91,100,4.12,US,1714440694
302,mezhdurechenskiy,59.6,65.9333,272.46,50,100,2.41,RU,1714440955
303,saint louis,38.6334,-90.4001,293.88,72,100,1.79,US,1714440700
304,chui,-33.6971,-53.4616,291.35,94,98,7.59,UY,1714440956
305,karema,-6.8205,30.4389,293.73,83,96,3.02,TZ,1714440956
306,kailua-kona,19.6406,-155.9956,301.13,78,75,4.63,US,1714440956
307,taoudenni,22.6783,-3.9836,297.74,14,100,5.74,ML,1714440956
308,ain sukhna,29.6002,32.3167,290.57,73,0,4.26,EG,1714440956
309,qingyang,37.4958,121.2581,286.06,48,90,6.69,CN,1714440956
310,carloforte,39.145,8.3058,287.42,80,0,3.31,IT,1714440956
311,palapye,-22.546,27.1251,286.41,56,0,0.64,BW,1714440956
312,palikir - national government center,6.9248,158.1611,303.62,74,100,5.66,FM,1714440957
313,paks,46.6265,18.8596,286.41,69,1,3.09,HU,1714440957
314,saucillo,28.0167,-105.2833,297.53,10,0,3.03,MX,1714440957
315,vostochnyy,55.8167,37.8667,285.02,53,62,2.5,RU,1714440957
316,sibu,2.3,111.8167,301.32,83,20,1.54,MY,1714440957
317,ouani,-12.1322,44.4258,300.06,82,98,4.95,KM,1714440957
318,salekhard,66.53,66.6019,266.15,88,100,5.36,RU,1714440957
319,saint-francois,46.4154,3.9054,283.51,94,100,2.57,FR,1714440957
320,zheshart,62.0731,49.5733,275.14,85,100,0.7,RU,1714440958
321,kiruna,67.8557,20.2251,271.66,100,100,0.0,SE,1714440958
322,freetown,8.484,-13.2299,300.3,88,68,1.41,SL,1714440958
323,atafu village,-8.5421,-172.5159,302.86,74,66,4.78,TK,1714440958
324,porto novo,6.4965,2.6036,303.05,87,100,2.31,BJ,1714440958
325,sao gabriel da cachoeira,-0.1303,-67.0892,296.92,98,100,1.1,BR,1714440958
326,flin flon,54.7682,-101.865,281.55,51,100,4.73,CA,1714440958
327,nkhotakota,-12.9274,34.2961,292.29,84,14,4.42,MW,1714440958
328,luwuk,-0.9516,122.7875,296.28,90,100,2.37,ID,1714440958
329,yalutorovsk,56.6536,66.3006,274.24,52,1,3.58,RU,1714440958
330,boyalik,41.2634,28.6314,286.66,98,100,2.99,TR,1714440958
331,mount isa,-20.7333,139.5,301.02,44,100,4.63,AU,1714440959
332,turuntayevo,52.2,107.6167,282.2,34,99,1.74,RU,1714440959
333,agat village,13.3886,144.6585,304.67,72,40,6.69,GU,1714440959
334,segezha,63.7415,34.3222,276.37,100,100,2.43,RU,1714440959
335,arkhangel'sk,64.5401,40.5433,274.33,100,75,2.0,RU,1714440959
336,tangalle,6.024,80.7911,300.24,84,100,2.81,LK,1714440959
337,cannonvale,-20.2833,148.7,297.36,75,96,5.63,AU,1714440959
338,ariquemes,-9.9133,-63.0408,299.46,85,100,0.63,BR,1714440959
339,athens,37.9795,23.7162,289.39,70,1,3.13,GR,1714440957
340,tamanrasset,22.785,5.5228,298.1,27,20,6.17,DZ,1714440959
341,maloye ganyushkino,46.6,49.2667,288.13,46,22,2.77,KZ,1714440960
342,yen vinh,18.6667,105.6667,312.32,26,0,8.4,VN,1714440960
343,fortuna,40.5982,-124.1573,285.92,70,40,5.66,US,1714440960
344,victoria,22.2855,114.1577,303.18,88,69,1.79,HK,1714440916
345,arraial do cabo,-22.9661,-42.0278,297.83,90,0,3.71,BR,1714440960
346,shahrak,34.1074,64.3052,272.28,55,3,1.68,AF,1714440960
347,kaedi,16.1465,-13.5047,305.33,24,15,8.21,MR,1714440960
348,novyy urengoy,66.0833,76.6333,261.13,89,99,5.05,RU,1714440960
349,piti village,13.4626,144.6933,304.64,71,40,6.69,GU,1714440960
350,tolanaro,-25.0319,46.9987,296.19,78,40,9.77,MG,1714440960
351,gebeit,21.0667,36.3167,296.13,66,0,2.35,SD,1714440961
352,ventspils,57.3894,21.5606,281.11,100,94,0.51,LV,1714440961
353,dunedin,-45.8742,170.5036,288.04,65,50,1.34,NZ,1714440671
354,lautoka,-17.6167,177.4667,306.07,62,40,6.17,FJ,1714440961
355,bonthe,7.5264,-12.505,300.81,88,4,2.4,SL,1714440961
356,kyzylorda,44.8528,65.5092,284.16,58,0,3.0,KZ,1714440961
357,bealanana,-14.55,48.7333,291.44,99,100,1.73,MG,1714440961
358,yarmouth,41.7057,-70.2286,284.34,79,0,1.34,US,1714440961
359,hobyo,5.3505,48.5268,301.98,77,21,3.5,SO,1714440961
360,ola,59.5833,151.2833,272.67,99,99,1.48,RU,1714440961
361,an nuhud,12.7,28.4333,299.43,10,2,6.39,SD,1714440962
362,harstad,68.799,16.5293,277.81,76,94,4.92,NO,1714440962
363,bardai,11.65,7.2333,299.27,12,99,3.03,NG,1714440962
